"scenario","change.year","ramp","cmult","mmult","mselxlab","ssbrho"
"Young Sudden Mmults",2005,0,1,3.7,"Young",0.041935597
"Young Sudden Mmults",2005,0,1,3.8,"Young",0.004080219
"Young Sudden Mmults",2005,0,1,3.9,"Young",-0.032223121
"Young Sudden Mmults",2013,0,1,8.5,"Young",0.032089274
"Young Sudden Mmults",2013,0,1,8.6,"Young",0.000652003
"Young Sudden Mmults",2013,0,1,8.7,"Young",0.044586519
"Young Sudden Mmults",2013,0,1,8.8,"Young",-0.057008008
"Young Sudden Mmults",2013,0,1,8.9,"Young",-0.083418186
"Old Sudden Mmults",1995,0,1,2,"Old",0.193264892
"Old Sudden Mmults",1995,0,1,3,"Old",-0.020859523
"Old Sudden Mmults",1995,0,1,4,"Old",-0.152552503
"Old Sudden Mmults",1995,0,1,5,"Old",-0.253290639
"Old Sudden Mmults",1995,0,1,6,"Old",-0.337269047
"Old Sudden Mmults",1995,0,1,7,"Old",-0.409286256
"Old Sudden Mmults",1995,0,1,8,"Old",-0.469966537
"Old Sudden Mmults",1995,0,1,9,"Old",-0.518551317
"Old Sudden Mmults",1995,0,1,10,"Old",-0.554063372
"Old Sudden Mmults",2000,0,1,2,"Old",0.192564976
"Old Sudden Mmults",2000,0,1,3,"Old",-0.031539829
"Old Sudden Mmults",2000,0,1,4,"Old",-0.169638641
"Old Sudden Mmults",2000,0,1,5,"Old",-0.275610481
"Old Sudden Mmults",2000,0,1,6,"Old",-0.363217823
"Old Sudden Mmults",2000,0,1,7,"Old",-0.436691317
"Old Sudden Mmults",2000,0,1,8,"Old",-0.496608412
"Old Sudden Mmults",2000,0,1,9,"Old",-0.542467996
"Old Sudden Mmults",2000,0,1,10,"Old",-0.573977254
"Old Sudden Mmults",2005,0,1,2,"Old",0.220653489
"Old Sudden Mmults",2005,0,1,3,"Old",-0.032622285
"Old Sudden Mmults",2005,0,1,4,"Old",-0.187074082
"Old Sudden Mmults",2005,0,1,5,"Old",-0.303723787
"Old Sudden Mmults",2005,0,1,6,"Old",-0.397219563
"Old Sudden Mmults",2005,0,1,7,"Old",-0.472333667
"Old Sudden Mmults",2005,0,1,8,"Old",-0.530724792
"Old Sudden Mmults",2005,0,1,9,"Old",-0.573014092
"Old Sudden Mmults",2005,0,1,10,"Old",-0.600328154
"Old Sudden Mmults",2010,0,1,2,"Old",0.25844064
"Old Sudden Mmults",2010,0,1,3,"Old",-0.015261776
"Old Sudden Mmults",2010,0,1,4,"Old",-0.189903196
"Old Sudden Mmults",2010,0,1,5,"Old",-0.318130234
"Old Sudden Mmults",2010,0,1,6,"Old",-0.413849936
"Old Sudden Mmults",2010,0,1,7,"Old",-0.483416708
"Old Sudden Mmults",2010,0,1,8,"Old",-0.531572975
"Old Sudden Mmults",2010,0,1,9,"Old",-0.563295805
"Old Sudden Mmults",2010,0,1,10,"Old",-0.583730306
"Old Sudden Mmults",2013,0,1,2,"Old",0.395004922
"Old Sudden Mmults",2013,0,1,3,"Old",0.070723891
"Old Sudden Mmults",2013,0,1,4,"Old",-0.105563483
"Old Sudden Mmults",2013,0,1,5,"Old",-0.235614103
"Old Sudden Mmults",2013,0,1,6,"Old",-0.334802398
"Old Sudden Mmults",2013,0,1,7,"Old",-0.407684241
"Old Sudden Mmults",2013,0,1,8,"Old",-0.459401886
"Old Sudden Mmults",2013,0,1,9,"Old",-0.495802067
"Old Sudden Mmults",2013,0,1,10,"Old",-0.521911295
"Old Sudden Mmults",2015,0,1,2,"Old",0.856425823
"Old Sudden Mmults",2015,0,1,3,"Old",0.352458035
"Old Sudden Mmults",2015,0,1,4,"Old",0.113866628
"Old Sudden Mmults",2015,0,1,5,"Old",-0.033617693
"Old Sudden Mmults",2015,0,1,6,"Old",-0.138501051
"Old Sudden Mmults",2015,0,1,7,"Old",-0.216387736
"Old Sudden Mmults",2015,0,1,8,"Old",-0.27410961
"Old Sudden Mmults",2015,0,1,9,"Old",-0.316562088
"Old Sudden Mmults",2015,0,1,10,"Old",-0.34798935
"Old Sudden Mmults",1995,0,1,2.5,"Old",0.068673007
"Old Sudden Mmults",1995,0,1,2.6,"Old",0.048534145
"Old Sudden Mmults",1995,0,1,2.7,"Old",0.029578658
"Old Sudden Mmults",1995,0,1,2.8,"Old",0.011772707
"Old Sudden Mmults",1995,0,1,2.9,"Old",-0.004900945
"Old Sudden Mmults",2000,0,1,2.5,"Old",0.06180771
"Old Sudden Mmults",2000,0,1,2.6,"Old",0.040874515
"Old Sudden Mmults",2000,0,1,2.7,"Old",0.02114247
"Old Sudden Mmults",2000,0,1,2.8,"Old",0.0026205
"Old Sudden Mmults",2000,0,1,2.9,"Old",-0.014834609
"Old Sudden Mmults",2005,0,1,2.5,"Old",0.072491751
"Old Sudden Mmults",2005,0,1,2.6,"Old",0.048921688
"Old Sudden Mmults",2005,0,1,2.7,"Old",0.026776501
"Old Sudden Mmults",2005,0,1,2.8,"Old",0.005970473
"Old Sudden Mmults",2005,0,1,2.9,"Old",-0.013775447
"Old Sudden Mmults",2010,0,1,2.5,"Old",0.101036234
"Old Sudden Mmults",2010,0,1,2.6,"Old",0.075446341
"Old Sudden Mmults",2010,0,1,2.7,"Old",0.051113674
"Old Sudden Mmults",2010,0,1,2.8,"Old",0.027990585
"Old Sudden Mmults",2010,0,1,2.9,"Old",0.005913383
"Old Sudden Mmults",2013,0,1,3.1,"Old",0.049655719
"Old Sudden Mmults",2013,0,1,3.2,"Old",0.029602801
"Old Sudden Mmults",2013,0,1,3.3,"Old",0.010442823
"Old Sudden Mmults",2013,0,1,3.4,"Old",-0.007929093
"Old Sudden Mmults",2013,0,1,3.5,"Old",-0.025599715
"Old Sudden Mmults",2015,0,1,4.5,"Old",0.033109527
"Old Sudden Mmults",2015,0,1,4.6,"Old",0.018821895
"Old Sudden Mmults",2015,0,1,4.7,"Old",0.005007539
"Old Sudden Mmults",2015,0,1,4.8,"Old",-0.008319713
"Old Sudden Mmults",2015,0,1,4.9,"Old",-0.021185561
"Young Ramp4 Mmults",1995,4,1,2,"Young",1.528378201
"Young Ramp4 Mmults",1995,4,1,3,"Young",0.820300075
"Young Ramp4 Mmults",1995,4,1,4,"Young",0.352049394
"Young Ramp4 Mmults",1995,4,1,5,"Young",0.077923456
"Young Ramp4 Mmults",1995,4,1,6,"Young",-0.136625697
"Young Ramp4 Mmults",1995,4,1,7,"Young",-0.315304101
"Young Ramp4 Mmults",1995,4,1,8,"Young",-0.460471001
"Young Ramp4 Mmults",1995,4,1,9,"Young",-0.574968013
"Young Ramp4 Mmults",1995,4,1,10,"Young",-0.665022938
"Young Ramp4 Mmults",2000,4,1,2,"Young",1.384531023
"Young Ramp4 Mmults",2000,4,1,3,"Young",0.619373663
"Young Ramp4 Mmults",2000,4,1,4,"Young",0.15524158
"Young Ramp4 Mmults",2000,4,1,5,"Young",-0.126420842
"Young Ramp4 Mmults",2000,4,1,6,"Young",-0.341482348
"Young Ramp4 Mmults",2000,4,1,7,"Young",-0.506475424
"Young Ramp4 Mmults",2000,4,1,8,"Young",-0.627802907
"Young Ramp4 Mmults",2000,4,1,9,"Young",-0.715820843
"Young Ramp4 Mmults",2000,4,1,10,"Young",-0.781322749
"Young Ramp4 Mmults",2005,4,1,2,"Young",1.252344042
"Young Ramp4 Mmults",2005,4,1,3,"Young",0.427354443
"Young Ramp4 Mmults",2005,4,1,4,"Young",-0.01857707
"Young Ramp4 Mmults",2005,4,1,5,"Young",-0.306835256
"Young Ramp4 Mmults",2005,4,1,6,"Young",-0.515792741
"Young Ramp4 Mmults",2005,4,1,7,"Young",-0.658299142
"Young Ramp4 Mmults",2005,4,1,8,"Young",-0.752096164
"Young Ramp4 Mmults",2005,4,1,9,"Young",-0.81529047
"Young Ramp4 Mmults",2005,4,1,10,"Young",-0.860652143
"Young Ramp4 Mmults",2010,4,1,2,"Young",1.450431936
"Young Ramp4 Mmults",2010,4,1,3,"Young",0.497668808
"Young Ramp4 Mmults",2010,4,1,4,"Young",-0.112269093
"Young Ramp4 Mmults",2010,4,1,5,"Young",-0.435016646
"Young Ramp4 Mmults",2010,4,1,6,"Young",-0.679009391
"Young Ramp4 Mmults",2010,4,1,7,"Young",-0.759059926
"Young Ramp4 Mmults",2010,4,1,8,"Young",-0.828906539
"Young Ramp4 Mmults",2010,4,1,9,"Young",-0.870081288
"Young Ramp4 Mmults",2010,4,1,10,"Young",-0.894270072
"Young Ramp4 Mmults",2013,4,1,2,"Young",1.974336296
"Young Ramp4 Mmults",2013,4,1,3,"Young",1.411681793
"Young Ramp4 Mmults",2013,4,1,4,"Young",0.689627038
"Young Ramp4 Mmults",2013,4,1,5,"Young",-0.025235708
"Young Ramp4 Mmults",2013,4,1,6,"Young",-0.513817101
"Young Ramp4 Mmults",2013,4,1,7,"Young",-0.749755942
"Young Ramp4 Mmults",2013,4,1,8,"Young",-0.834906068
"Young Ramp4 Mmults",2013,4,1,9,"Young",-0.876855707
"Young Ramp4 Mmults",2013,4,1,10,"Young",-0.899748221
"Young Ramp4 Mmults",2015,4,1,2,"Young",2.283249319
"Young Ramp4 Mmults",2015,4,1,3,"Young",2.274866495
"Young Ramp4 Mmults",2015,4,1,4,"Young",2.154194472
"Young Ramp4 Mmults",2015,4,1,5,"Young",1.918592082
"Young Ramp4 Mmults",2015,4,1,6,"Young",1.340512031
"Young Ramp4 Mmults",2015,4,1,7,"Young",0.664135538
"Young Ramp4 Mmults",2015,4,1,8,"Young",0.11592215
"Young Ramp4 Mmults",2015,4,1,9,"Young",-0.2442633
"Young Ramp4 Mmults",2015,4,1,10,"Young",-0.46782179
"Young Ramp4 Mmults",1995,4,1,5.1,"Young",0.054550822
"Young Ramp4 Mmults",1995,4,1,5.2,"Young",0.03166718
"Young Ramp4 Mmults",1995,4,1,5.3,"Young",0.009241171
"Young Ramp4 Mmults",1995,4,1,5.4,"Young",-0.012753556
"Young Ramp4 Mmults",1995,4,1,5.5,"Young",-0.03433882
"Young Ramp4 Mmults",2000,4,1,4.3,"Young",0.060880165
"Young Ramp4 Mmults",2000,4,1,4.4,"Young",0.03166679
"Young Ramp4 Mmults",2000,4,1,4.5,"Young",0.00338753
"Young Ramp4 Mmults",2000,4,1,4.6,"Young",-0.024039906
"Young Ramp4 Mmults",2000,4,1,4.7,"Young",-0.050683146
"Young Ramp4 Mmults",2005,4,1,3.5,"Young",0.170316939
"Young Ramp4 Mmults",2005,4,1,3.6,"Young",0.128781109
"Young Ramp4 Mmults",2005,4,1,3.7,"Young",0.089393387
"Young Ramp4 Mmults",2005,4,1,3.8,"Young",1.037626923
"Young Ramp4 Mmults",2005,4,1,3.9,"Young",0.01592641
"Young Ramp4 Mmults",2010,4,1,3.5,"Young",0.128529898
"Young Ramp4 Mmults",2010,4,1,3.6,"Young",0.071517552
"Young Ramp4 Mmults",2010,4,1,3.7,"Young",0.02016408
"Young Ramp4 Mmults",2010,4,1,3.8,"Young",-0.027006344
"Young Ramp4 Mmults",2010,4,1,3.9,"Young",-0.070941958
"Young Ramp4 Mmults",2013,4,1,4.5,"Young",0.32559493
"Young Ramp4 Mmults",2013,4,1,4.6,"Young",0.253804645
"Young Ramp4 Mmults",2013,4,1,4.7,"Young",0.179996771
"Young Ramp4 Mmults",2013,4,1,4.8,"Young",0.108901699
"Young Ramp4 Mmults",2013,4,1,4.9,"Young",0.040480957
"Young Ramp4 Mmults",2015,4,1,8.1,"Young",0.072002102
"Young Ramp4 Mmults",2015,4,1,8.2,"Young",0.023355775
"Young Ramp4 Mmults",2015,4,1,8.3,"Young",-0.010172911
"Young Ramp4 Mmults",2015,4,1,8.4,"Young",-0.048533353
"Young Ramp4 Mmults",2015,4,1,8.5,"Young",-0.085152081
"Old Ramp4 Mmults",1995,4,1,2,"Old",0.19036966
"Old Ramp4 Mmults",1995,4,1,3,"Old",-0.021343638
"Old Ramp4 Mmults",1995,4,1,4,"Old",-0.150463064
"Old Ramp4 Mmults",1995,4,1,5,"Old",-0.24853535
"Old Ramp4 Mmults",1995,4,1,6,"Old",-0.330247251
"Old Ramp4 Mmults",1995,4,1,7,"Old",-0.400914335
"Old Ramp4 Mmults",1995,4,1,8,"Old",-0.461424158
"Old Ramp4 Mmults",1995,4,1,9,"Old",-0.511097761
"Old Ramp4 Mmults",1995,4,1,10,"Old",-0.548835259
"Old Ramp4 Mmults",2000,4,1,2,"Old",0.192525413
"Old Ramp4 Mmults",2000,4,1,3,"Old",-0.026384147
"Old Ramp4 Mmults",2000,4,1,4,"Old",-0.161173616
"Old Ramp4 Mmults",2000,4,1,5,"Old",-0.2643335
"Old Ramp4 Mmults",2000,4,1,6,"Old",-0.349905331
"Old Ramp4 Mmults",2000,4,1,7,"Old",-0.422475508
"Old Ramp4 Mmults",2000,4,1,8,"Old",-0.482690534
"Old Ramp4 Mmults",2000,4,1,9,"Old",-0.529940212
"Old Ramp4 Mmults",2000,4,1,10,"Old",-0.563555645
"Old Ramp4 Mmults",2005,4,1,2,"Old",0.202298768
"Old Ramp4 Mmults",2005,4,1,3,"Old",-0.038520145
"Old Ramp4 Mmults",2005,4,1,4,"Old",-0.1836321
"Old Ramp4 Mmults",2005,4,1,5,"Old",-0.293487073
"Old Ramp4 Mmults",2005,4,1,6,"Old",-0.382779109
"Old Ramp4 Mmults",2005,4,1,7,"Old",-0.456224214
"Old Ramp4 Mmults",2005,4,1,8,"Old",-0.514985673
"Old Ramp4 Mmults",2005,4,1,9,"Old",-0.559087905
"Old Ramp4 Mmults",2005,4,1,10,"Old",-0.588786168
"Old Ramp4 Mmults",2010,4,1,2,"Old",0.242276307
"Old Ramp4 Mmults",2010,4,1,3,"Old",-0.023964887
"Old Ramp4 Mmults",2010,4,1,4,"Old",-0.189890013
"Old Ramp4 Mmults",2010,4,1,5,"Old",-0.313304596
"Old Ramp4 Mmults",2010,4,1,6,"Old",-0.408948206
"Old Ramp4 Mmults",2010,4,1,7,"Old",-0.482621967
"Old Ramp4 Mmults",2010,4,1,8,"Old",-0.537372991
"Old Ramp4 Mmults",2010,4,1,9,"Old",-0.575592379
"Old Ramp4 Mmults",2010,4,1,10,"Old",-0.60025421
"Old Ramp4 Mmults",2013,4,1,2,"Old",0.287340494
"Old Ramp4 Mmults",2013,4,1,3,"Old",0.006939328
"Old Ramp4 Mmults",2013,4,1,4,"Old",-0.170590281
"Old Ramp4 Mmults",2013,4,1,5,"Old",-0.303720868
"Old Ramp4 Mmults",2013,4,1,6,"Old",-0.403313094
"Old Ramp4 Mmults",2013,4,1,7,"Old",-0.475608125
"Old Ramp4 Mmults",2013,4,1,8,"Old",-0.526109496
"Old Ramp4 Mmults",2013,4,1,9,"Old",-0.56038563
"Old Ramp4 Mmults",2013,4,1,10,"Old",-0.583521068
"Old Ramp4 Mmults",2015,4,1,2,"Old",0.405391664
"Old Ramp4 Mmults",2015,4,1,3,"Old",0.085477528
"Old Ramp4 Mmults",2015,4,1,4,"Old",-0.091394708
"Old Ramp4 Mmults",2015,4,1,5,"Old",-0.2243583
"Old Ramp4 Mmults",2015,4,1,6,"Old",-0.328443133
"Old Ramp4 Mmults",2015,4,1,7,"Old",-0.407206597
"Old Ramp4 Mmults",2015,4,1,8,"Old",-0.464703471
"Old Ramp4 Mmults",2015,4,1,9,"Old",-0.506113953
"Old Ramp4 Mmults",2015,4,1,10,"Old",-0.53624989
"Old Ramp4 Mmults",1995,4,1,2.5,"Old",0.067096614
"Old Ramp4 Mmults",1995,4,1,2.6,"Old",0.047158354
"Old Ramp4 Mmults",1995,4,1,2.7,"Old",0.028444529
"Old Ramp4 Mmults",1995,4,1,2.8,"Old",0.010838555
"Old Ramp4 Mmults",1995,4,1,2.9,"Old",-0.005631519
"Old Ramp4 Mmults",2000,4,1,2.5,"Old",0.065010869
"Old Ramp4 Mmults",2000,4,1,2.6,"Old",0.044486693
"Old Ramp4 Mmults",2000,4,1,2.7,"Old",0.025143274
"Old Ramp4 Mmults",2000,4,1,2.8,"Old",0.00699789
"Old Ramp4 Mmults",2000,4,1,2.9,"Old",-0.010058508
"Old Ramp4 Mmults",2005,4,1,2.5,"Old",0.06068707
"Old Ramp4 Mmults",2005,4,1,2.6,"Old",0.03839698
"Old Ramp4 Mmults",2005,4,1,2.7,"Old",0.017428884
"Old Ramp4 Mmults",2005,4,1,2.8,"Old",-0.002240719
"Old Ramp4 Mmults",2005,4,1,2.9,"Old",-0.020804272
"Old Ramp4 Mmults",2010,4,1,2.5,"Old",0.088376889
"Old Ramp4 Mmults",2010,4,1,2.6,"Old",0.063472332
"Old Ramp4 Mmults",2010,4,1,2.7,"Old",0.039963809
"Old Ramp4 Mmults",2010,4,1,2.8,"Old",0.017591359
"Old Ramp4 Mmults",2010,4,1,2.9,"Old",-0.003732946
"Old Ramp4 Mmults",2013,4,1,3.1,"Old",-0.013632418
"Old Ramp4 Mmults",2013,4,1,3.2,"Old",-0.033370499
"Old Ramp4 Mmults",2013,4,1,3.3,"Old",-0.052435162
"Old Ramp4 Mmults",2013,4,1,3.4,"Old",-0.070892309
"Old Ramp4 Mmults",2013,4,1,3.5,"Old",-0.088786512
"Old Ramp4 Mmults",2015,4,1,3.3,"Old",0.025281949
"Old Ramp4 Mmults",2015,4,1,3.4,"Old",0.006886564
"Old Ramp4 Mmults",2015,4,1,3.5,"Old",-0.010832725
"Old Ramp4 Mmults",2015,4,1,3.6,"Old",-0.027947081
"Old Ramp4 Mmults",2015,4,1,3.7,"Old",-0.044515224
"Ramp9 Cmults",1995,9,2,1,"All Ages",1.833399163
"Ramp9 Cmults",1995,9,3,1,"All Ages",1.514769243
"Ramp9 Cmults",1995,9,4,1,"All Ages",1.31053583
"Ramp9 Cmults",1995,9,5,1,"All Ages",1.178016624
"Ramp9 Cmults",1995,9,6,1,"All Ages",1.090341764
"Ramp9 Cmults",1995,9,7,1,"All Ages",1.0269581
"Ramp9 Cmults",1995,9,8,1,"All Ages",0.978103157
"Ramp9 Cmults",1995,9,9,1,"All Ages",0.938687458
"Ramp9 Cmults",1995,9,10,1,"All Ages",0.905814352
"Ramp9 Cmults",2000,9,2,1,"All Ages",1.649625782
"Ramp9 Cmults",2000,9,3,1,"All Ages",1.238260328
"Ramp9 Cmults",2000,9,4,1,"All Ages",1.032519467
"Ramp9 Cmults",2000,9,5,1,"All Ages",0.915526594
"Ramp9 Cmults",2000,9,6,1,"All Ages",0.835632436
"Ramp9 Cmults",2000,9,7,1,"All Ages",0.775193809
"Ramp9 Cmults",2000,9,8,1,"All Ages",0.72661964
"Ramp9 Cmults",2000,9,9,1,"All Ages",0.686035322
"Ramp9 Cmults",2000,9,10,1,"All Ages",0.651210936
"Ramp9 Cmults",2005,9,2,1,"All Ages",1.463614307
"Ramp9 Cmults",2005,9,3,1,"All Ages",1.026614477
"Ramp9 Cmults",2005,9,4,1,"All Ages",0.839807279
"Ramp9 Cmults",2005,9,5,1,"All Ages",0.724873872
"Ramp9 Cmults",2005,9,6,1,"All Ages",0.640724038
"Ramp9 Cmults",2005,9,7,1,"All Ages",0.573832136
"Ramp9 Cmults",2005,9,8,1,"All Ages",0.518170837
"Ramp9 Cmults",2005,9,9,1,"All Ages",0.470503575
"Ramp9 Cmults",2005,9,10,1,"All Ages",0.428867366
"Ramp9 Cmults",2010,9,2,1,"All Ages",1.307463288
"Ramp9 Cmults",2010,9,3,1,"All Ages",0.860672823
"Ramp9 Cmults",2010,9,4,1,"All Ages",0.674179769
"Ramp9 Cmults",2010,9,5,1,"All Ages",0.549848063
"Ramp9 Cmults",2010,9,6,1,"All Ages",0.454781093
"Ramp9 Cmults",2010,9,7,1,"All Ages",0.377711143
"Ramp9 Cmults",2010,9,8,1,"All Ages",0.313146926
"Ramp9 Cmults",2010,9,9,1,"All Ages",0.25786941
"Ramp9 Cmults",2010,9,10,1,"All Ages",0.209781074
"Ramp9 Cmults",2013,9,2,1,"All Ages",1.470937161
"Ramp9 Cmults",2013,9,3,1,"All Ages",0.86374213
"Ramp9 Cmults",2013,9,4,1,"All Ages",0.624553228
"Ramp9 Cmults",2013,9,5,1,"All Ages",0.471929824
"Ramp9 Cmults",2013,9,6,1,"All Ages",0.357750861
"Ramp9 Cmults",2013,9,7,1,"All Ages",0.266793778
"Ramp9 Cmults",2013,9,8,1,"All Ages",0.191781821
"Ramp9 Cmults",2013,9,9,1,"All Ages",0.128475447
"Ramp9 Cmults",2013,9,10,1,"All Ages",0.074127285
"Ramp9 Cmults",2015,9,2,1,"All Ages",1.745828354
"Ramp9 Cmults",2015,9,3,1,"All Ages",1.015577905
"Ramp9 Cmults",2015,9,4,1,"All Ages",0.678630889
"Ramp9 Cmults",2015,9,5,1,"All Ages",0.48879341
"Ramp9 Cmults",2015,9,6,1,"All Ages",0.352443036
"Ramp9 Cmults",2015,9,7,1,"All Ages",0.246135103
"Ramp9 Cmults",2015,9,8,1,"All Ages",0.159814755
"Ramp9 Cmults",2015,9,9,1,"All Ages",0.087893629
"Ramp9 Cmults",2015,9,10,1,"All Ages",0.02683655
"Ramp9 Mmults",1995,9,1,6,"All Ages",-0.61321631423577
"Ramp9 Mmults",1995,9,1,7,"All Ages",-0.672883301157363
"Ramp9 Mmults",1995,9,1,8,"All Ages",-0.613215205055805
"Ramp9 Mmults",1995,9,1,9,"All Ages",-0.740402042294653
"Ramp9 Mmults",1995,9,1,10,"All Ages",26.386098610674
"Ramp9 Mmults",2000,9,1,6,"All Ages",-0.693686593605732
"Ramp9 Mmults",2000,9,1,7,"All Ages",-0.745412735256348
"Ramp9 Mmults",2000,9,1,8,"All Ages",-0.780464338975095
"Ramp9 Mmults",2000,9,1,9,"All Ages",-0.798820430801813
"Ramp9 Mmults",2000,9,1,10,"All Ages",-0.81836560048153
"Ramp9 Mmults",2005,9,1,6,"All Ages",-0.769830250097834
"Ramp9 Mmults",2005,9,1,7,"All Ages",-0.810294197833848
"Ramp9 Mmults",2005,9,1,8,"All Ages",-0.837061404865752
"Ramp9 Mmults",2005,9,1,9,"All Ages",-0.860109587781136
"Ramp9 Mmults",2005,9,1,10,"All Ages",-0.882190597911127
"Ramp9 Mmults",2010,9,1,6,"All Ages",-0.823760164845016
"Ramp9 Mmults",2010,9,1,7,"All Ages",-0.858609656903067
"Ramp9 Mmults",2010,9,1,8,"All Ages",-0.882863153535011
"Ramp9 Mmults",2010,9,1,9,"All Ages",-0.905524005111515
"Ramp9 Mmults",2010,9,1,10,"All Ages",-0.924789691915809
"Ramp9 Mmults",2013,9,1,6,"All Ages",-0.849212215417932
"Ramp9 Mmults",2013,9,1,7,"All Ages",-0.88006964753384
"Ramp9 Mmults",2013,9,1,8,"All Ages",-0.903811507038758
"Ramp9 Mmults",2013,9,1,9,"All Ages",-0.924768084964964
"Ramp9 Mmults",2013,9,1,10,"All Ages",-0.94182058993244
"Ramp9 Mmults",2015,9,1,6,"All Ages",-0.853689109261701
"Ramp9 Mmults",2015,9,1,7,"All Ages",-0.888931926301348
"Ramp9 Mmults",2015,9,1,8,"All Ages",-0.912390166174816
"Ramp9 Mmults",2015,9,1,9,"All Ages",-0.931352457259318
"Ramp9 Mmults",2015,9,1,10,"All Ages",-0.911554158867978
